empty,source,author_year,col_no_need1,np,erm_id,material_type,col_no_need2,material_type_name,mie_described_in_paper,col_no_need3,ke_id,col_no_need4,related_ke_id,primary_size_descriptor,primary_size,col_no_need6,primary_size_qualifier,primary_size_unit,normalized_primary_size,primary_size_method,primary_size_instrument,col_no_need7,col_no_need8,bundle_diameter,col_no_need9,bundle_diameter_qualifier,bundle_diameter_unit,normalized_bundle_diameter,bundle_diameter_method,diameter,col_no_need10,diameter_qualifier,diameter_unit,normalized_diameter,diameter_method,diameter_instrument,hydrodynamic_diameter,col_no_need11,hydrodynamic_diameter_qualifier,hydrodynamic_diameter_unit,normalized_hydrodynamic_diameter,hydrodynamic_diameter_medium,hydrodynamic_diameter_method,hydrodynamic_diameter_instrument,surface_area,col_no_need13,surface_area_qualifier,surface_area_unit,normalized_surface_area,surface_area_method,shape,shape_method,zeta_potential,col_no_need17,zeta_potential_qualifier,zeta_potential_unit,normalized_zeta_potential,zeta_potential_medium,zeta_potential_instrument,col_no_need18,col_no_need19,col_no_need20,col_no_need21,col_no_need22,col_no_need23,col_no_need24,col_no_need25,col_no_need26,col_no_need27,col_no_need28,col_no_need29,col_no_need30,col_no_need31,col_no_need32,col_no_need33,col_no_need34,col_no_need35,col_no_need36,col_no_need37,col_no_need38,col_no_need39,col_no_need40,col_no_need41,col_no_need42,col_no_need43,col_no_need44,col_no_need45,col_no_need46,ref_title,ref_year,ref_journal,ref_doi,ref_author1_last_name,ref_author1_first_name,ref_author2_last_name,ref_author2_first_name,ref_author3_last_name,ref_author3_first_name,ref_author_other,row_id
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,1592,,1364,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,256
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,1592,,257,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,257
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,1592,,1115,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,258
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,1592,,249,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,259
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,1592,,1278,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,260
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,1592,,1753,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,261
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,1592,,1592,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,262
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,257,,1364,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,263
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,257,,257,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,264
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,257,,1115,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,265
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,257,,249,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,266
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,257,,1278,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,267
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,257,,1753,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,268
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,ROS production,,257,,1592,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,269
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,DNA damage,,1194,,1461,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,270
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,DNA damage,,1194,,1551,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,271
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,DNA damage,,1194,,1194,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,272
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,DNA damage,,1194,,1766,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,273
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,DNA damage,,1194,,1635,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,274
,11,Dekkers_2018,Yes,ZnO NPNM110,https://nanocommons.github.io/identifiers/registry#ERM00000125,http://purl.enanomapper.org/onto/ENM_9000205,Yes,zinc oxide nanoparticle NM110,DNA damage,,1194,,1669,,151,SD,57,nm,151,TEM,,,,,,,,,,,,,,,,,275,SD,4,nm,275,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,none,9.34,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,275
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1753,,1364,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,276
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1753,,257,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,277
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1753,,1115,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,278
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1753,,249,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,279
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1753,,1278,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,280
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1753,,1753,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,281
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1753,,1592,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,282
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1592,,1364,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,283
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1592,,257,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,284
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1592,,1115,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,285
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1592,,249,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,286
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1592,,1278,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,287
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1592,,1753,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,288
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,1592,,1592,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,289
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,257,,1364,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,290
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,257,,257,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,291
,11,Dekkers_2018,Yes,ZnO NPNM111,https://nanocommons.github.io/identifiers/registry#ERM00000126,http://purl.enanomapper.org/onto/ENM_9000210,Yes,zinc oxide nanoparticle NM111,ROS production,,257,,1115,,141,SD,66,nm,141,TEM,,,,,,,,,,,,,,,,,253,SD,1,nm,253,,DLS,,,,,,,,spherical,TEM,,,,,,,,,,,,,triethoxycaprylsilane,4.39,,,%,centrifugal ultrafiltration + ICPOES,,,,,,,,,,,,,,,,,,,Multi-omics approaches confirm metal ions mediate the main toxicological pathways of metal-bearing nanoparticles in lung epithelial A549 cells,2018,Environ Sci Nano,10.1039/C8EN00071A,Dekkers,S.,Williams,T. D.,Zhang,J.,et al.,292
